CATEGORY,SUB-CATEGORY,GENERIC NAME,PRODUCT NAME,PRODUCT BRAND,PRODUCT OFFER PRICE,PRODUCT MAXIMUM RETAIL PRICE,PRODUCT IMAGE URL,PRODUCT RATING,PRODUCT COO TAG,PRODUCT SELLER
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Slim Collar Casual Shirt,Dennis Lingo,439,"1,849",https://rukminim1.flixcart.com/image/714/857/k6fd47k0/shirt/e/u/v/l-c301-dustygreen-dennis-lingo-original-imafzvvr7q8zn9kh.jpeg?q=50,4.1,India,DennislingoSwastik
Fashion,Men's Top Wear,T Shirts,"Striped Men Round Neck Maroon, Grey T-Shirt",BLIVE,313,"1,399",https://rukminim1.flixcart.com/image/714/857/keykscw0-0/t-shirt/l/d/q/3xl-bmrgyrnful-z12-blive-original-imafvgzkyjghf7ba.jpeg?q=50,4,India,TRIPR
Fashion,Men's Top Wear,T Shirts,"Printed Men Hooded Neck Red, White, Black T-Shirt",SHAPPHR,299,"1,299",https://rukminim1.flixcart.com/image/714/857/kg9qbgw0-0/t-shirt/l/a/9/l-shp395402-shapphr-original-imafwjx79mehdfcz.jpeg?q=50,4,India,SHAPPHR
Fashion,Men's Top Wear,T Shirts,"Color Block Men Round Neck Maroon, Black T-Shirt",AUSK,375,"1,199",https://rukminim1.flixcart.com/image/714/857/ku2zjww0/t-shirt/p/n/d/xl-ausk057-ausk-original-imag7adzy5fej3zu.jpeg?q=50,4.7,India,FROST
Fashion,Men's Top Wear,T Shirts,Solid Men Hooded Neck Red T-Shirt,Seven Rocks,349,"1,299",https://rukminim1.flixcart.com/image/714/857/kjq1mkw0-0/t-shirt/b/z/y/m-t342hs-rdbl-seven-rocks-original-imafz8fp52mbw8a5.jpeg?q=50,4.2,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck Orange T-Shirt,Fascista,249,"1,999",https://rukminim1.flixcart.com/image/714/857/ke8uv0w0-0/t-shirt/z/4/h/xl-fas3orgwhtnvy-fascista-original-imafuz5wxswjr5re.jpeg?q=50,4,India,MEGARHS
Fashion,Men's Top Wear,T Shirts,Solid Men High Neck Black T-Shirt,Gritstones,369,"1,299",https://rukminim1.flixcart.com/image/714/857/jyq5oy80/t-shirt/b/9/v/l-gsfshynck2213blk-gritstones-original-imafgvxfzj6rybb8.jpeg?q=50,4,India,GRITSTONES
Fashion,Men's Top Wear,T Shirts,"Printed Men Polo Neck Grey, Black T-Shirt",Bullmer,469,999,https://rukminim1.flixcart.com/image/714/857/kjlrb0w0-0/t-shirt/e/h/a/xl-bul-1aopp-009-bullmer-original-imafz5y4pzyzabhr.jpeg?q=50,4.2,India,BodyGloveApparelOnline
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo,399,"1,999",https://rukminim1.flixcart.com/image/714/857/kg9qbgw0-0/shirt/y/l/3/s-pz-db-rbluekhaki-pepzo-original-imafwjh9tvzezkfu.jpeg?q=50,4,India,SPFASHIONHUB
Fashion,Men's Top Wear,T Shirts,"Color Block Men Hooded Neck Black, Red T-Shirt",Bike,305,"1,999",https://rukminim1.flixcart.com/image/714/857/kmccosw0/t-shirt/q/h/5/l-bk4221-1-bike-original-imagf9p3ah4kzqt8.jpeg?q=50,3.8,India,FastColors
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo,399,"1,999",https://rukminim1.flixcart.com/image/714/857/kg9qbgw0-0/shirt/z/o/a/l-pz-db-darkpink-pepzo-original-imafwjh9svdugvjq.jpeg?q=50,4,India,SPFASHIONHUB
Fashion,Men's Top Wear,T Shirts,Solid Men Polo Neck Grey T-Shirt,Classic Polo,540,599,https://rukminim1.flixcart.com/image/714/857/kuvkcy80/t-shirt/b/t/h/3xl-pristo-grey-mel-sf-p-classic-polo-original-imag7wkrn7fecrxk.jpeg?q=50,3.6,India,ClassicPolo
Fashion,Men's Top Wear,Shirt,Men Slim Fit Color Block Spread Collar Casual Shirt,Try This,365,999,https://rukminim1.flixcart.com/image/714/857/kfeamq80-0/shirt/m/c/o/xl-bss-try-this-original-imafvvadynndeegg.jpeg?q=50,3.9,India,MJ INDUSTRIES
Fashion,Men's Top Wear,T Shirts,"Color Block Men Hooded Neck Black, White, Blue T-Shirt",Eyebogler,351,"1,299",https://rukminim1.flixcart.com/image/714/857/kkec4280/t-shirt/s/x/e/s-t345-blwhir-new-eyebogler-original-imafzr4yyf5qhf57.jpeg?q=50,3.9,India,SevenRocks
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Spread Collar Casual Shirt,Roadster,853,999,https://rukminim1.flixcart.com/image/714/857/ke1pnrk0-0/shirt/y/u/w/44-11896068-roadster-original-imafutdqnmhsaf3j.jpeg?q=50,4.4,India,SAVADIKAFASHION
Fashion,Men's Top Wear,T Shirts,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",FastColors,500,"2,399",https://rukminim1.flixcart.com/image/714/857/kmp7ngw0/t-shirt/h/k/a/xxl-4180-4182-fastcolors-original-imagfjkwrdncqupd.jpeg?q=50,4,India,FastColors
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo,399,"1,999",https://rukminim1.flixcart.com/image/714/857/kigbjbk0-0/shirt/z/v/m/s-0pz-db-orange-pepzo-original-imafy8h6axp4jzw9.jpeg?q=50,4,India,SPFASHIONHUB
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Spread Collar Casual Shirt,Jai Textiles,399,"1,899",https://rukminim1.flixcart.com/image/714/857/kfoapow0-0/shirt/b/w/n/l-white-5-jai-textiles-original-imafw2gqhcpfgygn.jpeg?q=50,3.9,India,JaiTextiles
Fashion,Men's Top Wear,T Shirts,Printed Men Round Neck Green T-Shirt,PETER ENGLAND,799,,https://rukminim1.flixcart.com/image/714/857/kosxzm80/t-shirt/x/v/g/xl-pjkcpsnfu20923-peter-england-original-imag35v56tngkphg.jpeg?q=50,4.2,India,RetailNet
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck White T-Shirt,Seven Rocks,320,"1,299",https://rukminim1.flixcart.com/image/714/857/khnqqa80-0/t-shirt/z/0/b/xs-t322-whbl-seven-rocks-original-imafxm9jj4h2pptd.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Spread Collar Casual Shirt,Dennis Lingo,439,"1,849",https://rukminim1.flixcart.com/image/714/857/jjolt3k0/shirt/j/f/m/l-c301-purple-dennis-lingo-original-imaf7588n2hjvzjq.jpeg?q=50,4.1,India,DennislingoSwastik
Fashion,Men's Top Wear,T Shirts,Solid Men Mandarin Collar Dark Green T-Shirt,Urbano Fashion,389,"1,099",https://rukminim1.flixcart.com/image/714/857/kcc9q4w0/t-shirt/4/d/r/s-mandplctee-black-urbano-fashion-original-imafthckzefgfgpm.jpeg?q=50,3.9,India,ImperialClothing
Fashion,Men's Top Wear,T Shirts,"Solid Men Henley Neck Maroon, Dark Blue T-Shirt",BLIVE,299,"1,399",https://rukminim1.flixcart.com/image/714/857/kfmv9u80/t-shirt/t/f/p/l-bmrnvhenful-z14-blive-original-imafwfqkyfr3zxdr.jpeg?q=50,3.9,India,TRIPR
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Button Down Collar Casual Shirt,VeBNoR,399,"1,849",https://rukminim1.flixcart.com/image/714/857/klicfww0/shirt/n/7/a/s-st2-vebnor-original-imagyhynxeezqumw.jpeg?q=50,4.1,India,PRIME IMPEX
Fashion,Men's Top Wear,T Shirts,"Striped Men Polo Neck Blue, White T-Shirt",Eyebogler,349,"1,299",https://rukminim1.flixcart.com/image/714/857/kkh6zrk0/t-shirt/w/j/n/m-t344hs-whsb-new-eyebogler-original-imafztgjdpkvr8ab.jpeg?q=50,4,India,SevenRocks
Fashion,Men's Top Wear,Shirt,Men Regular Fit Printed Spread Collar Casual Shirt,Roadster,790,"1,599",https://rukminim1.flixcart.com/image/714/857/k687wy80/shirt/g/h/q/42-10740910-roadster-original-imafzztzaagbm3e5.jpeg?q=50,3.8,India,SAVADIKAFASHION
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo,399,"1,999",https://rukminim1.flixcart.com/image/714/857/kg9qbgw0-0/shirt/q/a/w/s-pz-db-white-pepzo-original-imafwjh9twtdqwhf.jpeg?q=50,4,India,SPFASHIONHUB
Fashion,Men's Top Wear,T Shirts,"Solid Men Round Neck Dark Blue, Black T-Shirt  (Pack of 2)",TQH,354,"1,998",https://rukminim1.flixcart.com/image/714/857/knhsgi80/t-shirt/m/i/t/l-tss801-2-tqh-original-imag25wmkvzhmvfa.jpeg?q=50,4.2,India,Everseen India
Fashion,Men's Top Wear,T Shirts,"Color Block Men Round Neck Black, Red T-Shirt",TRIPR,299,"1,999",https://rukminim1.flixcart.com/image/714/857/ksgehzk0/t-shirt/y/s/e/xxl-tblrdrn-d39-tripr-original-imag6ytkfwpepqwh.jpeg?q=50,4.1,India,TRIPR
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 2),London Hills,500,"2,598",https://rukminim1.flixcart.com/image/714/857/kpcy5jk0/t-shirt/9/n/u/l-lh-t-print-111-112-london-hills-original-imag3m34qhdvbp7m.jpeg?q=50,3.9,India,KartbinOnlineServices
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Casual Shirt,Dennis Lingo,447,"1,849",https://rukminim1.flixcart.com/image/714/857/kpydrbk0/shirt/x/j/x/l-c301-darkred-dennis-lingo-original-imag42pwzynahcxx.jpeg?q=50,4.1,India,DennislingoSwastik
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Slim Collar Casual Shirt,Dennis Lingo,455,"1,849",https://rukminim1.flixcart.com/image/714/857/jzzvs7k0/shirt/h/a/h/l-c301-dustypink-dennis-lingo-original-imafjvx7b9jguhdv.jpeg?q=50,4.1,India,DennislingoSwastik
Fashion,Men's Top Wear,T Shirts,Typography Men Hooded Neck Black T-Shirt,Kay Dee,299,"1,199",https://rukminim1.flixcart.com/image/714/857/kfoapow0-0/t-shirt/c/u/u/s-kd275282-kay-dee-original-imafw2kdgayvt3bz.jpeg?q=50,4,India,KayDee
Fashion,Men's Top Wear,T Shirts,Solid Men Polo Neck Light Green T-Shirt,Classic Polo,630,699,https://rukminim1.flixcart.com/image/714/857/kuvkcy80/t-shirt/j/c/1/m-nova-olive-af-p-classic-polo-original-imag7wkrpb9cfry7.jpeg?q=50,4.6,India,ClassicPolo
Fashion,Men's Top Wear,T Shirts,Printed Men Hooded Neck Black T-Shirt,London Hills,447,"1,299",https://rukminim1.flixcart.com/image/714/857/kjym9ow0/t-shirt/a/n/7/s-lh-printed-hoodie-fs-black-41-london-hills-original-imafzf2hcp4wtvzd.jpeg?q=50,4.1,India,KartbinOnlineServices
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Pink T-Shirt,Roden,338,"1,499",https://rukminim1.flixcart.com/image/714/857/kk8mcnk0/t-shirt/o/8/d/xxl-rc24solidguava-roden-original-imafzmskgmukzh6h.jpeg?q=50,4,India,Roden
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Spread Collar Casual Shirt,Roadster,799,"1,899",https://rukminim1.flixcart.com/image/714/857/kfoapow0-0/shirt/c/l/1/40-8894525-roadster-original-imafw2guyhch4pzr.jpeg?q=50,4.2,India,RetailNet
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Multicolor T-Shirt,PETER ENGLAND,419,699,https://rukminim1.flixcart.com/image/714/857/kr9jafk0/t-shirt/q/y/t/m-pjkcpsnfy14010-peter-england-original-imag53edfhnh6zm3.jpeg?q=50,4.4,India,RetailNet
Fashion,Men's Top Wear,T Shirts,Striped Men Polo Neck Multicolor T-Shirt,Seven Rocks,299,"1,299",https://rukminim1.flixcart.com/image/714/857/kjhgzgw0-0/t-shirt/v/b/j/xl-t285hs-as7whblon-seven-rocks-original-imafzfkxpwghqu8j.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck White T-Shirt,GESPO,319,999,https://rukminim1.flixcart.com/image/714/857/kflftzk0-0/t-shirt/a/3/x/m-ppg102-gespo-original-imafwyfay3hne2ve.jpeg?q=50,4.1,India,FROST
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Mandarin Collar Casual Shirt,Qlonz store,449,"1,999",https://rukminim1.flixcart.com/image/714/857/jwmfcsw0/shirt/p/z/e/xl-white-trending-shirt-qlonz-store-original-imafh87megng23cb.jpeg?q=50,4,India,Qlonz
Fashion,Men's Top Wear,T Shirts,"Color Block Men Round Neck Maroon, Black T-Shirt",AUSK,375,"1,199",https://rukminim1.flixcart.com/image/714/857/ku2zjww0/t-shirt/p/n/d/xl-ausk057-ausk-original-imag7adzy5fej3zu.jpeg?q=50,4.7,India,FROST
Fashion,Men's Top Wear,T Shirts,Solid Men Round Neck White T-Shirt,GREY BOX,265,"1,195",https://rukminim1.flixcart.com/image/714/857/kf8kvbk0-0/t-shirt/d/t/o/l-tshrt-pln-whit-grey-box-original-imafvqr8bhrr5g6p.jpeg?q=50,4,India,Grey Box Clothing
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Mandarin Collar Casual Shirt,Qlonz store,449,"1,999",https://rukminim1.flixcart.com/image/714/857/kqzj7gw0/shirt/4/e/5/2xl-qlonz-red-trending-shirt-qlonz-store-original-imag4vdrfggrqxuq.jpeg?q=50,4,India,Qlonz
Fashion,Men's Top Wear,T Shirts,Graphic Print Men Round Neck White T-Shirt,JUGULAR,275,888,https://rukminim1.flixcart.com/image/714/857/kksmikw0/t-shirt/5/j/z/m-1jgrf-respect-navy-jugular-original-imagy29rnmtugzyb.jpeg?q=50,4.2,India,DressDen
Fashion,Men's Top Wear,T Shirts,"Printed Men Polo Neck Grey, Black T-Shirt",Bullmer,469,999,https://rukminim1.flixcart.com/image/714/857/kjlrb0w0-0/t-shirt/e/h/a/xl-bul-1aopp-009-bullmer-original-imafz5y4pzyzabhr.jpeg?q=50,4.2,India,BodyGloveApparelOnline
Fashion,Men's Top Wear,T Shirts,"Solid Men Polo Neck White, Black T-Shirt",Try This,363,"1,299",https://rukminim1.flixcart.com/image/714/857/kfeamq80-0/shirt/p/d/k/xl-bss-try-this-original-imafvvae4ghhy5pd.jpeg?q=50,3.9,India,MJ INDUSTRIES
Fashion,Men's Top Wear,T Shirts,"Solid Men Round Neck Black, White T-Shirt",FastColors,299,"1,999",https://rukminim1.flixcart.com/image/714/857/khdqnbk0/t-shirt/r/u/0/m-fc4173-fastcolors-original-imafxettxhthw8ye.jpeg?q=50,3.9,India,FastColors
Fashion,Men's Top Wear,T Shirts,"Solid Men Round Neck White, Blue, Yellow T-Shirt  (Pack of 2)",FastColors,500,"2,999",https://rukminim1.flixcart.com/image/714/857/kuipea80/t-shirt/a/x/d/l-4054-4128-fastcolors-original-imag7mfurbzxauvg.jpeg?q=50,4,India,FastColors
Fashion,Men's Top Wear,T Shirts,Solid Men Polo Neck Grey T-Shirt,Classic Polo,540,599,https://rukminim1.flixcart.com/image/714/857/kuvkcy80/t-shirt/b/t/h/3xl-pristo-grey-mel-sf-p-classic-polo-original-imag7wkrn7fecrxk.jpeg?q=50,3.6,India,ClassicPolo
Fashion,Men's Top Wear,T Shirts,"Solid Men Round Neck White, Blue, Yellow T-Shirt  (Pack of 2)",FastColors,500,"2,999",https://rukminim1.flixcart.com/image/714/857/kuipea80/t-shirt/a/x/d/l-4054-4128-fastcolors-original-imag7mfurbzxauvg.jpeg?q=50,4,India,FastColors
Fashion,Men's Top Wear,T Shirts,"Solid Men Henley Neck Yellow, Black T-Shirt",TRIPR,322,"1,999",https://rukminim1.flixcart.com/image/714/857/kn7sdjk0/t-shirt/h/s/c/3xl-tylblhenful-d37-tripr-original-imagfy2mqkuxnqru.jpeg?q=50,4,India,TRIPR
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Slim Collar Formal Shirt,5TH ANFOLD,459,"1,489",https://rukminim1.flixcart.com/image/714/857/k4zx9jk0/shirt/r/a/y/4xl-fo-shrt-pekok-5th-anfold-original-imafkzvqg4qptzg4.jpeg?q=50,4,India,Crush
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Spread Collar Casual Shirt,Roadster,853,999,https://rukminim1.flixcart.com/image/714/857/ke1pnrk0-0/shirt/y/u/w/44-11896068-roadster-original-imafutdqnmhsaf3j.jpeg?q=50,4.4,India,SAVADIKAFASHION
Fashion,Men's Top Wear,T Shirts,"Solid Men Mandarin Collar White, Maroon T-Shirt",FastColors,299,"1,999",https://rukminim1.flixcart.com/image/714/857/kjuby4w0/t-shirt/s/s/c/m-fc4129-fastcolors-original-imafzbjeqte6x3hn.jpeg?q=50,4,India,FastColors
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Casual Shirt,Roadster,951,"1,899",https://rukminim1.flixcart.com/image/714/857/k0463rk0/shirt/2/g/z/40-9951409-roadster-original-imafjux9hhq79qfz.jpeg?q=50,4.3,India,RetailNet
Fashion,Men's Top Wear,T Shirts,Solid Men High Neck Black T-Shirt,Black Collection,500,"1,099",https://rukminim1.flixcart.com/image/714/857/j4sronk0/t-shirt/x/h/c/s-bcsa0002-black-black-collection-original-imaevhsacqrvrkzs.jpeg?q=50,4,India,BlackCollection
Fashion,Men's Top Wear,T Shirts,Printed Men Round Neck Green T-Shirt,PETER ENGLAND,799,,https://rukminim1.flixcart.com/image/714/857/kosxzm80/t-shirt/x/v/g/xl-pjkcpsnfu20923-peter-england-original-imag35v56tngkphg.jpeg?q=50,4.2,India,RetailNet
Fashion,Men's Top Wear,Shirt,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo,399,"1,999",https://rukminim1.flixcart.com/image/714/857/kg9qbgw0-0/shirt/o/g/d/xl-pz-db-green-pepzo-original-imafwjh9cm3wfnym.jpeg?q=50,4,India,SPFASHIONHUB
Fashion,Men's Top Wear,T Shirts,"Solid Men Round Neck Blue, Grey T-Shirt",FastColors,289,"1,999",https://rukminim1.flixcart.com/image/714/857/ktketu80/t-shirt/4/0/e/m-fc4054-fastcolors-original-imag6vt77a25swua.jpeg?q=50,4,India,FastColors
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Dark Blue T-Shirt,UZee,269,"1,299",https://rukminim1.flixcart.com/image/714/857/k2krekw0/t-shirt/h/f/8/m-triple-navy-mhrn-panel-uzee-original-imafhwjzayxpdbmb.jpeg?q=50,4,India,AMRENTERPRISES1
Fashion,Men's Top Wear,T Shirts,Solid Men Mandarin Collar Dark Green T-Shirt,Urbano Fashion,389,"1,099",https://rukminim1.flixcart.com/image/714/857/kcc9q4w0/t-shirt/4/d/r/s-mandplctee-black-urbano-fashion-original-imafthckzefgfgpm.jpeg?q=50,3.9,India,ImperialClothing
Fashion,Men's Top Wear,T Shirts,"Color Block Men Round Neck Green, Black T-Shirt",Wrath,324,"1,499",https://rukminim1.flixcart.com/image/714/857/kfoapow0-0/t-shirt/w/l/7/s-daredevil-party-wear-wrath-original-imafw2kc8ducmcbp.jpeg?q=50,4,India,AddicShop
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Button Down Collar Casual Shirt,VeBNoR,399,"1,849",https://rukminim1.flixcart.com/image/714/857/klv7ekw0/shirt/l/m/a/xxl-st2-vebnor-original-imagyw6yupffzdya.jpeg?q=50,4.1,India,PRIME IMPEX
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Green T-Shirt,JUGULAR,275,888,https://rukminim1.flixcart.com/image/714/857/jv44mfk0/t-shirt/v/s/c/m-1jgrfdotstpgrn-blk-jugular-original-imafg2chtdcyzye4.jpeg?q=50,4,India,DressDen
Fashion,Men's Top Wear,Shirt,Men Regular Fit Printed Spread Collar Casual Shirt,Roadster,790,"1,599",https://rukminim1.flixcart.com/image/714/857/k687wy80/shirt/g/h/q/42-10740910-roadster-original-imafzztzaagbm3e5.jpeg?q=50,3.8,India,SAVADIKAFASHION
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Casual Shirt,METRONAUT,542,"1,699",https://rukminim1.flixcart.com/image/714/857/kndi4y80/shirt/q/f/6/m-mss21csh383-metronaut-original-imag22jfkkepwhrw.jpeg?q=50,4.2,India,RetailNet
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Casual Shirt,METRONAUT,542,"1,699",https://rukminim1.flixcart.com/image/714/857/kndi4y80/shirt/q/f/6/m-mss21csh383-metronaut-original-imag22jfkkepwhrw.jpeg?q=50,4.2,India,RetailNet
Fashion,Men's Top Wear,Shirt,Men Slim Fit Striped Spread Collar Casual Shirt,Majestic Man,446,"1,499",https://rukminim1.flixcart.com/image/714/857/kk76wsw0/shirt/y/l/g/l-st407bk-majestic-man-original-imafzhw9eudfhzx5.jpeg?q=50,4,India,PolestarEtail
